raw_04_europe_renewables_share
Area;ISO 3 code;Year;Area type;Electricity source;Is aggregated source;Generation (TWh);Generation YoY change (TWh);Generation YoY change (%);Share of generation (%);Share of generation YoY change (% points);Emissions (MtCO2e);Emissions YoY change (MtCO2e);Emissions YoY change (%);Share of emissions (%);Emissions intensity (gCO2e/kWh);Continent;Ember region;EU member;OECD member;G20 member;G7 member;ASEAN member
Austria;AUT;1996;Country or economy;Hard coal;TRUE;3.88;1.06;37.589;7.259;2.136;3.728;1.018;37.565;29.9;960.825;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1996;Country or economy;Thermal;TRUE;19.23;1.25;6.952;35.978;3.317;11.655;1.124;10.673;93.478;606.084;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Onshore wind;FALSE;0.02;0.02;;36;36;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Hydro;FALSE;36.11;1.89;5.523;64.958;936;858;45;5.535;6.617;23.761;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Bioenergy;FALSE;1.69;0.12;7.643;3.04;103;365;26;7.67;2.815;215.976;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Nuclear;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Lignite;FALSE;1.25;-0.15;-10.714;2.249;-0.37;1.269;-153;-10.759;9.787;1015.2;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Gas;FALSE;8.47;-0.93;-9.894;15.237;-2.35;3.789;-416;-9.893;29.223;447.344;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Other fossil;FALSE;3.47;0.49;16.443;6.242;667;2.283;322;16.42;17.608;657.925;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Net imports;FALSE;-0.77;-1.72;-181.053;-1.385;-3.162;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Wind;TRUE;0.02;0.02;;36;36;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Coal;TRUE;5.83;0.55;10.417;10.487;609;5.67;0.52;10.097;43.73;972.556;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Wind and solar;TRUE;0.02;0.02;;36;36;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Hydro, bioenergy and other renewables;TRUE;37.8;2.01;5.616;67.998;1.038;1.223;0.07;6.071;9.432;32.354;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Renewables;TRUE;37.82;2.03;5.672;68.034;1.074;1.224;71;6.158;9.44;32.364;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Clean;TRUE;37.82;2.03;5.672;68.034;1.074;1.224;71;6.158;9.44;32.364;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Fossil;TRUE;17.77;0.11;623;31.966;-1.074;11.742;426;3.765;90.561;660.777;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Total generation;TRUE;55.59;2.14;4.004;100.0;0.0;12.966;498;3.994;100.001;233.243;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Demand;TRUE;54.82;0.42;772;98.615;-3.162;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Hard coal;TRUE;4.58;0.7;18.041;8.239;0.98;4.401;673;18.053;33.943;960.917;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1997;Country or economy;Thermal;TRUE;19.46;0.23;1.196;35.006;-972;12.108;453;3.887;93.384;622.199;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Onshore wind;FALSE;0.05;0.03;150.0;0.09;54;1;1;;9;20.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Hydro;FALSE;37.16;1.05;2.908;66.571;1.613;883;25;2.914;7.514;23.762;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Bioenergy;FALSE;1.82;0.13;7.692;3.26;0.22;393;28;7.671;3.344;215.934;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Nuclear;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Lignite;FALSE;0.82;-0.43;-34.4;1.469;-0.78;833;-436;-34.358;7.088;1015.854;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Gas;FALSE;8.87;0.4;4.723;15.89;653;3.968;179;4.724;33.765;447.351;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Other fossil;FALSE;3.79;0.32;9.222;6.79;548;2.494;211;9.242;21.222;658.047;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Net imports;FALSE;-0.16;0.61;-79.221;-287;1.098;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Wind;TRUE;0.05;0.03;150.0;0.09;54;1;1;;9;20.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Coal;TRUE;4.13;-1.7;-29.16;7.399;-3.088;4.013;-1.657;-29.224;34.148;971.671;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Wind and solar;TRUE;0.05;0.03;150.0;0.09;54;1;1;;9;20.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Hydro, bioenergy and other renewables;TRUE;38.98;1.18;3.122;69.832;1.834;1.276;53;4.334;10.858;32.735;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Renewables;TRUE;39.03;1.21;3.199;69.921;1.887;1.277;53;4.33;10.866;32.718;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Clean;TRUE;39.03;1.21;3.199;69.921;1.887;1.277;53;4.33;10.866;32.718;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Fossil;TRUE;16.79;-0.98;-5.515;30.079;-1.887;10.475;-1.267;-10.79;89.135;623.883;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Total generation;TRUE;55.82;0.23;414;100.0;0.0;11.752;-1.214;-9.363;100.001;210.534;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Demand;TRUE;55.66;0.84;1.532;99.713;1.098;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Thermal;TRUE;18.61;-0.85;-4.368;33.339;-1.667;10.868;-1.24;-10.241;92.479;583.987;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1998;Country or economy;Hard coal;TRUE;3.31;-1.27;-27.729;5.93;-2.309;3.18;-1.221;-27.744;27.06;960.725;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Onshore wind;FALSE;0.05;0.0;0.0;84;-6;1;0.0;0.0;8;20.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Hydro;FALSE;40.7;3.54;9.526;68.151;1.58;967;84;9.513;7.922;23.759;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Bioenergy;FALSE;1.6;-0.22;-12.088;2.679;-581;346;-47;-11.959;2.835;216.25;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Nuclear;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Lignite;FALSE;1.5;0.68;82.927;2.512;1.043;1.523;0.69;82.833;12.477;1015.333;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Gas;FALSE;9.29;0.42;4.735;15.556;-334;4.156;188;4.738;34.047;447.363;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Other fossil;FALSE;3.66;-0.13;-3.43;6.129;-661;2.408;-86;-3.448;19.727;657.923;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Net imports;FALSE;-1.9;-1.74;1087.5;-3.182;-2.895;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Wind;TRUE;0.05;0.0;0.0;84;-6;1;0.0;0.0;8;20.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Coal;TRUE;4.42;0.29;7.022;7.401;2;4.329;316;7.874;35.464;979.412;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Wind and solar;TRUE;0.05;0.0;0.0;84;-6;1;0.0;0.0;8;20.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Hydro, bioenergy and other renewables;TRUE;42.3;3.32;8.517;70.831;999;1.313;37;2.9;10.756;31.04;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Renewables;TRUE;42.35;3.32;8.506;70.914;993;1.314;37;2.897;10.765;31.027;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Clean;TRUE;42.35;3.32;8.506;70.914;993;1.314;37;2.897;10.765;31.027;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Fossil;TRUE;17.37;0.58;3.454;29.086;-993;10.893;418;3.99;89.239;627.116;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Total generation;TRUE;59.72;3.9;6.987;100.0;0.0;12.207;455;3.872;100.003;204.404;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Demand;TRUE;57.82;2.16;3.881;96.818;-2.895;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Hard coal;TRUE;2.92;-0.39;-11.782;4.889;-1.041;2.806;-374;-11.761;22.988;960.959;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;1999;Country or economy;Thermal;TRUE;18.97;0.36;1.934;31.765;-1.574;11.239;371;3.414;92.073;592.462;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Solar;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Onshore wind;FALSE;0.07;0.02;40.0;117;33;1;0.0;0.0;8;14.286;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Hydro;FALSE;41.84;1.14;2.801;70.154;2.003;994;27;2.792;8.192;23.757;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Bioenergy;FALSE;1.53;-0.07;-4.375;2.565;-114;331;-15;-4.335;2.728;216.34;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Nuclear;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Lignite;FALSE;1.29;-0.21;-14.0;2.163;-349;1.31;-213;-13.986;10.796;1015.504;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Gas;FALSE;7.85;-1.44;-15.501;13.162;-2.394;3.512;-644;-15.496;28.942;447.389;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Other fossil;FALSE;2.63;-1.03;-28.142;4.41;-1.719;1.731;-677;-28.115;14.265;658.175;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Net imports;FALSE;-1.37;0.53;-27.895;-2.297;885;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Wind;TRUE;0.07;0.02;40.0;117;33;1;0.0;0.0;8;14.286;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Coal;TRUE;5.72;1.3;29.412;9.591;2.19;5.567;1.238;28.598;45.878;973.252;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Wind and solar;TRUE;0.07;0.02;40.0;117;33;1;0.0;0.0;8;14.286;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Hydro, bioenergy and other renewables;TRUE;43.37;1.07;2.53;72.72;1.889;1.325;12;914;10.919;30.551;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Renewables;TRUE;43.44;1.09;2.574;72.837;1.923;1.326;12;913;10.928;30.525;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Clean;TRUE;43.44;1.09;2.574;72.837;1.923;1.326;12;913;10.928;30.525;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Fossil;TRUE;16.2;-1.17;-6.736;27.163;-1.923;10.809;-84;-771;89.077;667.222;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Total generation;TRUE;59.64;-0.08;-134;100.0;0.0;12.134;-73;-598;99.996;203.454;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Demand;TRUE;58.27;0.45;778;97.703;885;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Hard coal;TRUE;4.43;1.51;51.712;7.428;2.539;4.257;1.451;51.711;35.082;960.948;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2000;Country or economy;Thermal;TRUE;17.73;-1.24;-6.537;29.728;-2.037;11.139;-0.1;-0.89;91.796;628.257;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Solar;FALSE;0.01;0.01;;16;16;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Onshore wind;FALSE;0.1;0.03;42.857;164;47;1;0.0;0.0;7;10.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Hydro;FALSE;40.46;-1.38;-3.298;66.35;-3.804;961;-33;-3.32;6.876;23.752;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Bioenergy;FALSE;1.67;0.14;9.15;2.739;174;361;0.03;9.063;2.583;216.168;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Nuclear;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Lignite;FALSE;1.59;0.3;23.256;2.607;444;1.615;305;23.282;11.555;1015.723;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Gas;FALSE;8.75;0.9;11.465;14.349;1.187;3.914;402;11.446;28.003;447.314;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Other fossil;FALSE;3.1;0.47;17.871;5.084;674;2.04;309;17.851;14.595;658.065;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Net imports;FALSE;0.22;1.59;-116.058;361;2.658;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Wind;TRUE;0.1;0.03;42.857;164;47;1;0.0;0.0;7;10.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Coal;TRUE;6.89;1.17;20.455;11.299;1.708;6.699;1.132;20.334;47.929;972.279;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Wind and solar;TRUE;0.11;0.04;57.143;0.18;63;2;1;100.0;14;18.182;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Hydro, bioenergy and other renewables;TRUE;42.13;-1.24;-2.859;69.088;-3.632;1.322;-3;-226;9.458;31.379;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Renewables;TRUE;42.24;-1.2;-2.762;69.269;-3.568;1.324;-2;-151;9.473;31.345;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Clean;TRUE;42.24;-1.2;-2.762;69.269;-3.568;1.324;-2;-151;9.473;31.345;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Fossil;TRUE;18.74;2.54;15.679;30.731;3.568;12.653;1.844;17.06;90.527;675.187;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Total generation;TRUE;60.98;1.34;2.247;100.0;0.0;13.977;1.843;15.189;100.0;229.206;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Demand;TRUE;61.2;2.93;5.028;100.361;2.658;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Hard coal;TRUE;5.3;0.87;19.639;8.691;1.263;5.084;827;19.427;36.374;959.245;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2001;Country or economy;Thermal;TRUE;20.41;2.68;15.116;33.47;3.742;13.014;1.875;16.833;93.11;637.629;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Solar;FALSE;0.01;0.0;0.0;16;0.0;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Onshore wind;FALSE;0.14;0.04;40.0;231;67;2;1;100.0;15;14.286;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Hydro;FALSE;40.23;-0.23;-568;66.353;3;956;-5;-0.52;6.971;23.763;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Bioenergy;FALSE;1.52;-0.15;-8.982;2.507;-232;329;-32;-8.864;2.399;216.447;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Nuclear;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Lignite;FALSE;1.46;-0.13;-8.176;2.408;-199;1.483;-132;-8.173;10.813;1015.753;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Gas;FALSE;9.31;0.56;6.4;15.355;1.006;4.165;251;6.413;30.369;447.368;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Other fossil;FALSE;2.81;-0.29;-9.355;4.635;-449;1.849;-191;-9.363;13.482;658.007;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Net imports;FALSE;0.7;0.48;218.182;1.155;794;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Wind;TRUE;0.14;0.04;40.0;231;67;2;1;100.0;15;14.286;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Coal;TRUE;6.61;-0.28;-4.064;10.902;-397;6.414;-285;-4.254;46.768;970.348;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Wind and solar;TRUE;0.15;0.04;36.364;247;67;2;0.0;0.0;15;13.333;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Hydro, bioenergy and other renewables;TRUE;41.75;-0.38;-902;68.86;-228;1.284;-38;-2.874;9.362;30.754;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Renewables;TRUE;41.9;-0.34;-805;69.108;-161;1.287;-37;-2.795;9.384;30.716;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Clean;TRUE;41.9;-0.34;-805;69.108;-161;1.287;-37;-2.795;9.384;30.716;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Fossil;TRUE;18.73;-0.01;-53;30.892;161;12.428;-225;-1.778;90.619;663.534;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Total generation;TRUE;60.63;-0.35;-574;100.0;0.0;13.715;-262;-1.875;100.003;226.208;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Demand;TRUE;61.33;0.13;212;101.155;794;;;;;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Thermal;TRUE;20.25;-0.16;-784;33.399;-71;12.756;-258;-1.982;93.011;629.926;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2002;Country or economy;Hard coal;TRUE;5.15;-0.15;-2.83;8.494;-197;4.931;-153;-3.009;35.955;957.476;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2003;Country or economy;Solar;FALSE;0.01;0.0;0.0;17;1;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2003;Country or economy;Onshore wind;FALSE;0.37;0.23;164.286;638;407;5;3;150.0;31;13.514;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2003;Country or economy;Hydro;FALSE;33.21;-7.02;-17.45;57.288;-9.065;789;-167;-17.469;4.819;23.758;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2003;Country or economy;Bioenergy;FALSE;1.65;0.13;8.553;2.846;339;357;28;8.511;2.181;216.364;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2003;Country or economy;Other renewables;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2003;Country or economy;Nuclear;FALSE;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2003;Country or economy;Lignite;FALSE;1.51;0.05;3.425;2.605;197;1.533;0.05;3.372;9.364;1015.232;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2003;Country or economy;Gas;FALSE;11.16;1.85;19.871;19.251;3.896;4.992;827;19.856;30.491;447.312;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2003;Country or economy;Other fossil;FALSE;3.13;0.32;11.388;5.399;764;2.06;211;11.412;12.582;658.147;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2003;Country or economy;Net imports;FALSE;5.61;4.91;701.429;9.677;8.522;0.0;0.0;;0.0;0.0;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2003;Country or economy;Wind;TRUE;0.37;0.23;164.286;638;407;5;3;150.0;31;13.514;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2003;Country or economy;Coal;TRUE;8.44;1.83;27.685;14.559;3.657;8.169;1.755;27.362;49.896;967.891;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2003;Country or economy;Wind and solar;TRUE;0.38;0.23;153.333;656;409;5;3;150.0;31;13.158;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
Austria;AUT;2003;Country or economy;Hydro, bioenergy and other renewables;TRUE;34.86;-6.89;-16.503;60.135;-8.725;1.146;-138;-10.748;7.0;32.874;Europe;Europe;TRUE;TRUE;FALSE;FALSE;FALSE
